"ID","Name","Long","Lat","X1960","X1970","X1980","X1990","X2000","X2010"
"5114968","Charlottesville",-78.486474,38.034506,29427,38880,113568,131107,174021,218705
"5121344","Danville",-79.404404,36.587238,46577,46391,111789,108711,110156,106561
"5135624","Harrisonburg",-78.872759,38.443279,11916,14605,19671,30707,108193,125228
"5147672","Lynchburg",-79.170205,37.403672,110701,123474,153260,154497,228616,252634
"5157000","Norfolk",-76.2599,36.885747,578507,680600,806951,1409843,1576370,1676822
"5167000","Richmond",-77.461507,37.538346,408494,518319,632015,865640,1096957,1208101
"5168000","Roanoke",-79.955711,37.276895,158803,181436,224341,228849,288309,308707
"5175216","Staunton",-79.07645,38.15792,37926,41211,37186,43010,108988,118502
"5186720","Winchester",-78.166771,39.178355,15110,14643,20217,21947,102997,128472
"5305280","Bellingham",-122.474975,48.750178,34688,39375,106701,127780,166814,201140
"5307695","Bremerton",-122.652625,47.570017,28922,35307,147152,189731,231969,251133
"5311160","Centralia",-122.961429,46.720484,8586,45467,56025,59358,68600,75455
"5335275","Kennewick",-119.15927,46.203475,52314,55422,144469,150033,191822,253340
"5340245","Longview",-122.955636,46.142733,31728,38669,42181,43751,92948,102410
"5347245","Moses Lake",-119.288464,47.121109,46477,41881,48522,54758,74698,89120
"5347560","Mount Vernon",-122.32598,48.420137,0.1,0.1,0.1,29791,102979,116901
"5350360","Oak Harbor",-122.658553,48.295136,0.1,0.1,44048,60195,71558,78506
"5351300","Olympia",-122.893077,47.042418,18273,23111,124264,161238,207355,252264
"5363000","Seattle",-122.333144,47.626353,1107213,1421869,1607469,2559164,3043878,3439809
"5367000","Spokane",-117.410271,47.673341,278333,287487,341835,361364,417939,527753
"5377105","Wenatchee",-120.325279,47.423316,16726,16912,17257,22275,99219,110884
"5380010","Yakima",-120.529657,46.596728,43284,45588,172508,188823,222581,243231
"5405332","Beckley",-81.183193,37.779764,77826,70080,86821,76819,79220,124898
"5408524","Bluefield",-81.218674,37.262219,68206,63206,73942,64980,107578,107342
"5414600","Charleston",-81.633294,38.349497,252925,229515,269595,250454,309635,227078
"5415628","Clarksburg",-80.336906,39.283401,77856,73028,77710,69371,92144,94196
"5439460","Huntington",-82.433642,38.413033,254780,253743,311350,288189,288649,364908
"5455756","Morgantown",-79.95067,39.633696,22487,29431,27605,28272,111200,129709
"5462140","Parkersburg",-81.542139,39.266175,61644,72618,162836,154361,164624,92673
"5486452","Wheeling",-80.698604,40.070348,190342,182712,185566,159301,153172,147950
"5502375","Appleton",-88.401655,44.265536,91211,119356,128799,140510,201602,225666
"5505900","Beaver Dam",-88.836066,43.459967,63170,69004,75064,76559,85897,88759
"5522300","Eau Claire",-91.492677,44.814627,49695,56970,130932,137543,148337,161151
"5526275","Fond du Lac",-88.444907,43.775139,32719,35515,35863,37757,97296,101633
"5531000","Green Bay",-88.015787,44.513442,125082,158244,175280,194594,282599,306241
"5537825","Janesville",-89.016654,42.68411,35164,82155,139420,139510,152307,160331
"5540775","La Crosse",-91.23311,43.813216,47575,80468,91056,97904,126838,133665
"5548000","Madison",-89.394757,43.074613,222095,290272,323545,367085,501774,605435
"5548500","Manitowoc",-87.675002,44.096461,75215,82294,82918,80421,82887,81442
"5553000","Milwaukee",-87.95591,43.052162,1194290,1403688,1397143,1432149,1500741,1555908
"5560500","Oshkosh",-88.551336,44.024983,45110,157535,162570,174611,156763,166994
"5566000","Racine",-87.805873,42.726052,141781,170838,173132,175034,188831,195408
"5572975","Sheboygan",-87.725013,43.749694,45747,48484,100935,103877,112646,115507
"5583975","Watertown",-88.723774,43.193066,50094,60060,66152,67783,74021,83686
"5584475","Wausau",-89.638821,44.961168,31943,32806,111270,115400,125834,134063
"5586925","Whitewater",-88.736119,42.83495,0.1,63444,71507,75000,93759,102228
"5613150","Casper",-106.325062,42.834665,38930,39361,71856,61226,66533,75450
"5613900","Cheyenne",-104.802042,41.145548,43505,40914,47283,73142,81607,91738
